5787.965,1,,,
5793.918,1,,,
5804.038,0,,1,
5804.466,0,,1,
5809.158,0,1,,
5811.918,1,,,
5814.811,1,,,
5815.22,1,,,
5827.88,1,,,
5835.104,1,,,
5837.704,1,,,
5838.375,1,,,
5852.222,1,,,
5853.686,1,,,
5856.091,1,,,
5859.59,0,1,,
5859.957,0,,1,
5862.36,0,1,,
5866.448,1,,,
5877.791,1,,,
5881.283,1,,,
5909.977,0,1,,
5916.25,1,,,
5927.792,1,,,
5929.68,1,,,
5930.183,1,,,
5934.658,1,,,
5935.132,0,,1,
5943.581,0,,1,
5953.6,0,,1,
5975.349,0,1,,
5983.684,1,,,
5984.818,1,,,
5997.781,0,,1,
5998.942,0,,1,
6003.015,0,1,,
6005.544,0,1,,
6021.794,1,,,
6027.054,0,1,,
6042.098,1,,,
6062.851,1,,,
6079.012,1,,,
6085.262,1,,,
6093.647,1,,,
6120.252,1,,,
6127.91,0,1,,
6141.735,1,,,
6151.621,1,,,
6157.731,0,1,,
6165.363,1,,,
6173.339,1,,,
6187.993,1,,,
6200.316,1,,,
6213.433,1,,,
6219.284,1,,,
6232.644,0,1,,
6253.834,0,1,,
6270.228,0,1,,
6271.281,1,,,
6297.796,1,,,
6302.497,0,1,,
6311.503,1,,,
6322.689,0,1,,
6330.853,1,,,
6335.334,1,,,
6336.827,1,,,
6344.152,1,,,
6362.879,1,,,
6380.746,1,,,
6416.933,1,,,
6419.953,0,1,,
6436.41,1,,,
6439.565,0,,1,
6464.667,1,,,
6472.152,0,,1,
6496.47,0,1,,
6498.942,1,,,
6499.619,1,,,
6501.675,1,,,
6518.37,1,,,
6546.242,1,,,
6569.219,0,1,,
6574.231,1,,,
6591.316,1,,,
6593.874,1,,,
6597.564,1,,,
6609.113,1,,,
6627.548,1,,,
6703.57,1,,,
6705.105,1,,,
6715.386,1,,,
6725.36,1,,,
6726.67,1,,,
6733.154,1,,,
6737.99,1,,,
6750.155,1,,,
6752.71,1,,,
6786.863,1,,,
6793.262,1,,,
6804.004,1,,,
6804.274,1,,,
6806.848,1,,,
